name,category,seed_source,seed_type
מרכז רפואי פתח תקווה מרכז רום אם המושבות,community_clinic,https://serguide.maccabi4u.co.il/heb/medicalcentres/medicalcentressearchresults/medicalcentresinfopage/?ItemKey=RnIHbdE6yVtECs1dQ6tGJVGXdc2lYF60rUdhNDdCTujOHOrHBiCFjk+aKRKFnAtZgD9Sy4Uq8o2pUNMF6Qowlw==,web
מרכז רפואי צפון,community_clinic,https://www.facebook.com/poria.health/,web
מרכז רפואי צפון ע''ש פדה (פוריה),community_clinic,https://www.poria.org.il/,web
מרכז רפואי קניון מלחה,community_clinic,https://www.meuhedet.co.il/poi/MeuhedetClinic/349001_0,web
מרכז רפואי ראשון לציון רמות,community_clinic,https://serguide.maccabi4u.co.il/heb/medicalcentres/medicalcentressearchresults/medicalcentresinfopage/?ItemKey=rdeOMLyOOZ3wrrZqiL2qbhlKZltQO6skkT2FVfXJExM50B1rgVU80GQZKUJnBoyTj1TxaXxEeeb6fiB1NDU5pw==,web
מרכז רפואי רבין,community_clinic,https://www.instagram.com/beilinson.hasharon_hospitals/,web
מרכז רפואי רמת אביב,community_clinic,https://www.mcra.co.il/,web
מרכז רפואי רמת השרון,community_clinic,https://serguide.maccabi4u.co.il/heb/medicalcentres/medicalcentressearchresults/medicalcentresinfopage/?ItemKey=esELJ1vtqXg2A0D96nFJ7A59/zkN9SRH6N0IhJp1GNRnW4c6FX4/T6vt2G9mTDLPFL46K6MROsWuO1nZdolD+A==,web
מרכז רפואי שבע עיניים התמחות בעיניים,community_clinic,https://www.rofim.org.il/minisite/מרכז_רפואי_שבע_עיניים,web
מרכזים קהילתיים מרכז צפון נתניה,community_clinic,https://www.cnnc.org.il/index.php,web
מרכזים רפואיים מומלצים באר שבע,community_clinic,https://zips.co.il/עסקים/מרכזים-רפואיים/9000/באר-שבע,web
מרפאה,community_clinic,https://il.directmap.info/נתניה/מרפאה,web
מרפאה לבריאות האישה בחיפה,community_clinic,https://www.helaclinic.com/,web
מרפאה לבריאות הנפש שלום יהודה (דרום),community_clinic,https://psjer.org.il/clinics/מרפאה-לבריאות-הנפש-שלום-יהודה-דרום/,web
מרפאה לכירורגיה כללית א',community_clinic,https://hospitals.clalit.co.il/rabin/he/departments-and-clinics/surgery/Pages/surgery_a_clinic_hasharon.aspx,web
מרפאה קהילתית,community_clinic,https://complemed.org/מרפאה-קהילתית/,web
"מרפאה קהילתית לבריאות הנפש, הסדן 8, חולון",community_clinic,https://www.d.co.il/7045360/7670/,web
מרפאות בחיפה,community_clinic,https://haifa24.co.il/מרפאות-בחיפה-מדריך-מקיף-לשירותי-הבריא/,web
מרפאת הואדי,community_clinic,https://wadiclinic.b144websites.co.il/,web
מרפאת וולפסון ירושלים,community_clinic,https://wolfson-medicalcenter.co.il/,web
מרפאת חיפה,community_clinic,https://www.bikurofe.co.il/kfar-5-3-3-2-2-2/,web
מרפאת כללית בארי נתניה שעות פתיחה,community_clinic,https://xn----8hcbjj5cq0blc.org.il/opening-hours/מרפאת-כללית-בארי-נתניה/,web
מרפאת כללית בלפור,community_clinic,https://xn----8hcbjj5cq0blc.org.il/opening-hours/מרפאת-כללית-בלפור-פתח-תקוה-פתח-תקווה/,web
מרפאת כללית בריאות המשפחה אשדוד שעות פתיחה,community_clinic,https://xn----8hcbjj5cq0blc.org.il/opening-hours/מרפאת-כללית-בריאות-המשפחה-אשדוד/,web
מרפאת כללית נחלת צבי,community_clinic,https://xn----8hcbjj5cq0blc.org.il/opening-hours/מרפאת-כללית-נחלת-צבי-פתח-תקוה-פתח-תקוו/,web
מרפאת כללית פסגת רמות באר שבע שעות פתיחה,community_clinic,https://xn----8hcbjj5cq0blc.org.il/opening-hours/מרפאת-כללית-פסגת-רמות-באר-שבע/,web
מרפאת מבוגרים נתניה,community_clinic,https://www.lev-hasharon.co.il/?clinic=marpeot-mevugarim-natanya,web
מרפאת משפחה מכבי יפו,community_clinic,https://easy.co.il/page/10158202,web
מרפאת נתניה,community_clinic,https://www.bikurofe.co.il/kfar-3/,web
מרפאת ראשון לציון,community_clinic,https://www.bikurofe.co.il/rashlatz/,web
מרפאת שיניים קהילתית,community_clinic,https://www.matav.org.il/פרוייקטים-ותרומה-לקהילה/מרפאת-שיניים-קהילתית-באר-שבע/,web
סניפי כללית בירושלים והסביבה,community_clinic,https://civilsociety.co.il/סניפי-כללית-בירושלים-והסביבה/,web
עיריית פתח תקווה,community_clinic,https://www.petah-tikva.muni.il/health,web
פתח תקווה,community_clinic,https://www.gov.il/he/government-service-branches/petach-tikva-adults,web
"קופות חולים בנתניה שעות פתיחה, כתובות וטלפונים",community_clinic,https://openinghours.co.il/category/קופות-חולים/נתניה,web
קופת חולים בשפלה,community_clinic,https://www.d.co.il/h-c43950-e7-p0-l0/,web
קופת חולים ושירותי בריאות,community_clinic,https://www.meuhedet.co.il/,web
קופת חולים כללית,community_clinic,https://modiinapp.com/he/category/72/קופת-חולים-כללית-מרפאות-ובתי-מרקחת-במודיעין,web
"קופת חולים כללית אשדוד שעות פתיחה, סניפים, טלפונים",community_clinic,https://www.xn----8hcbjj5cq0blc.co.il/קופת-חולים-כללית/opening_hours_city.asp?cid=323&city=אשדוד,web
קופת חולים כללית באזור השרון,community_clinic,https://easy.co.il/list/Clalit-Health?region=11,web
"קופת חולים כללית באר שבע שעות פתיחה, סניפים, טלפונים",community_clinic,https://www.xn----8hcbjj5cq0blc.co.il/קופת-חולים-כללית/opening_hours_city.asp?cid=323&city=באר+שבע,web
"קופת חולים כללית ירושלים שעות פתיחה, סניפים, טלפונים",community_clinic,https://www.xn----8hcbjj5cq0blc.co.il/קופת-חולים-כללית/mobile_opening_hours_city.asp?cid=323&city=ירושלים,web
קופת חולים כללית משפחה נווה זאב,community_clinic,https://www.hakkolasakim.com/קופת-חולים-כללית-משפחה-נווה-זאב-08-911-3222,web
"קופת חולים כללית פתח תקווה שעות פתיחה, סניפים, טלפונים",community_clinic,https://www.xn----8hcbjj5cq0blc.co.il/mobile_opening_hours_city.asp?cid=323&city=פתח+תקווה,web
קופת חולים מאוחדת,community_clinic,https://piano-center.co.il/meuhedet/,web
קליניקה קהילתית צפון,community_clinic,https://adama-center.wixsite.com/kehilatit,web
רופאי משפחה,community_clinic,https://www.oin.co.il/אשדוד/קופת-חולים-מאוחדת-רופאי-משפחה,web
רופאי משפחה בחיפה,community_clinic,https://www.b144.co.il/רופאי-משפחה/חיפה/,web
רופאי משפחה שירותי בריאות כללית באזור הצפון,community_clinic,https://www.b144.co.il/רופאי-משפחה/ביטוח-רפואי/שירותי-בריאות-כללית/אזור-הצפון/,web
"רופאי משפחה,פנימית וכללית",community_clinic,https://serguide.maccabi4u.co.il/heb/doctors/?field=089,web
"רופאי משפחה,פנימית וכללית באשדוד",community_clinic,https://serguide.maccabi4u.co.il/heb/doctors/?City=70&Field=089,web
"רופאי משפחה,פנימית וכללית בתל אביב",community_clinic,https://serguide.maccabi4u.co.il/heb/doctors/?City=5000&Field=089,web
רישום ומידע רפואי,community_clinic,https://hospitals.clalit.co.il/rabin/he/departments-and-clinics/administrative-units/Pages/medical_information_hasharon.aspx,web
רפואת משפחה,community_clinic,https://easy.co.il/list/Family-Medicine?region=2793460,web
רפואת משפחה (בהסדר עם כללית),community_clinic,https://easy.co.il/list/Family-Medicine?c2=5404&region=19,web
"רפואת משפחה בקופת חולים כללית, פתח תקווה",community_clinic,https://easy.co.il/list/Family-Medicine?region=3410053,web
רשימת המרכזים הרפואיים הממשלתיים משרד הבריאות,community_clinic,https://www.gov.il/he/pages/health-centers-list,web
שירותי בריאות כללית (רפואת משפחה),community_clinic,https://easy.co.il/list/Clalit-Health?c2=5545&region=1783&order=1,web
"שירותי בריאות כללית (רפואת משפחה) בשכונת בבלי, תל אביב יפו",community_clinic,https://easy.co.il/list/Clalit-Health?c2=5545&region=796333,web
"שירותי בריאות כללית אשדוד בהמלך דוד 20, קופות חולים",community_clinic,https://www.d.co.il/38975430/43950/,web
שירותי בריאות כללית באזור הדרום,community_clinic,https://easy.co.il/list/Clalit-Health?region=3,web
שירותי בריאות כללית באזור הצפון,community_clinic,https://www.b144.co.il/סניפים/קופות-חולים/שירותי-בריאות-כללית/אזור-הצפון/,web
שירותי בריאות כללית בחיפה,community_clinic,https://easy.co.il/list/Clalit-Health?region=789,web
שירותי בריאות כללית בראשון לציון,community_clinic,https://www.t.co.il/Business/Network_192_1_0_s1199.html,web
שירותי בריאות כללית ברמת השרון,community_clinic,https://www.t.co.il/Business/Network_192_1_0_s1234.html,web
"שירותי בריאות כללית ירושלים בבית הדפוס 20, קופות חולים",community_clinic,https://www.d.co.il/80062207/43950/,web
"שירותי בריאות כללית נתניה בפרומקין 4, קופות חולים",community_clinic,https://www.d.co.il/34258810/43950/,web
שירותי בריאות כללית פתוח עכשיו בירושלים,community_clinic,https://easy.co.il/list/Clalit-Health?open=1&region=933,web
"שירותי בריאות כללית פתח תקווה בשפרינצק 38, קופות חולים",community_clinic,https://www.d.co.il/34236210/43950/,web
"שירותי בריאות כללית רמת השרון במוריה 31, קופות חולים",community_clinic,https://www.d.co.il/35247820/43950/,web
"שעות פתיחה קופת חולים כללית רובע א' , אשדוד",community_clinic,https://www.xn----8hcbjj5cq0blc.co.il/קופת-חולים-כללית/opening_hours.asp?eid=11505,web
"שעות פתיחה שירותי בריאות כללית, מרפאות מומחים אשדוד",community_clinic,https://openinghours.co.il/שירותי-בריאות-כללית-מרפאות-מומחים-צהל-1-אשדוד,web
תחקיר אשדוד נט,community_clinic,https://ashdodnet.com/חדשות-אשדוד/48479,web
תל אביב מדיקל סנטר,community_clinic,https://tlvmed.co.il/,web
תל אביב מדיקל קליניק,community_clinic,https://tamc.co.il/,web
"""יש לשים סוף לרפואת ההשפלה כלפי הסובלים מהשמנת יתר""",family_doctor,https://publichealth.doctorsonly.co.il/2019/03/161896/,web
DocAdvisor אתר דירוג הרופאים של ישראל,family_doctor,https://www.docadvisor.co.il/,web
איגוד רופאי המשפחה בישראל,family_doctor,https://www.wikirefua.org.il/w/index.php/איגוד_רופאי_המשפחה_בישראל_-_Israel_Association_of_Family_Physicians,web
אינדקס רופאים של ישראל,family_doctor,https://www.ima.org.il/doctorsindex/,web
אירינה שטרן רפואת משפחה,family_doctor,https://www.clalit.co.il/he/sefersherut/pages/doctordetails.aspx,web
איתור רופאים/ות,family_doctor,https://serguide.maccabi4u.co.il/heb/doctors/,web
איתי סעד חסון רפואת משפחה,family_doctor,https://www.clalit.co.il/he/sefersherut/pages/doctordetails.aspx,web
אלון השרון,family_doctor,https://www.clalit.co.il/he/sefersherut/pages/clinicdetails.aspx,web
אסי אלברט סיקורל רפואת משפחה,family_doctor,https://www.clalit.co.il/he/sefersherut/pages/doctordetails.aspx,web
"באינדקס רופאים ד""ר עידן וויס מתמחה ברפואת משפחה",family_doctor,https://www.ima.org.il/DoctorsIndex/DoctorProfile.aspx,web
"בנות יקרות, צריכה המלצה על רופא משפחה טוב, מכבי, ירושלים",family_doctor,https://www.inn.co.il/forum/t931003,web
בריאות המשפחה,family_doctor,https://www.clalit.co.il/he/sefersherut/pages/clinicdetails.aspx,web
"ד""ר אהובית טלמור מומחה רפואת משפחה חיפה",family_doctor,https://www.doctorim.co.il/doctor-42618/דר-אהובית-טלמור/מומחה-רפואת-משפחה,web
"ד""ר אוה פרידמן מומחה רפואת משפחה פתח תקווה ראש העין",family_doctor,https://www.doctorim.co.il/doctor-43931/דר-אוה-פרידמן/מומחה-רפואת-משפחה,web
"ד""ר איריס ולדמן מומחה רפואת משפחה נתניה",family_doctor,https://www.doctorim.co.il/doctor-22575/דר-איריס-ולדמן/מומחה-רפואת-משפחה,web
"ד""ר אלה רוזנברג מומחה רפואת משפחה אשדוד",family_doctor,https://www.doctorim.co.il/doctor-1411/דר-אלה-רוזנברג/מומחה-רפואת-משפחה,web
"ד""ר בוריס לדיזינסקי מומחה רפואת משפחה אשדוד",family_doctor,https://www.doctorim.co.il/doctor-40333/דר-בוריס-לדיזינסקי/מומחה-רפואת-משפחה,web
"ד""ר חאלד עבדאלגני מומחה רפואת משפחה באר שבע",family_doctor,https://www.doctorim.co.il/doctor-43656/דר-חאלד-עבדאלגני/מומחה-רפואת-משפחה,web
"ד""ר יגאל ליטבינוב רפואת משפחה",family_doctor,https://www.clalit.co.il/he/sefersherut/pages/doctordetails.aspx,web
"ד""ר ישראל לופינסקי מומחה רפואת משפחה",family_doctor,https://www.doctorim.co.il/doctor-29071/דר-ישראל-לופינסקי/מומחה-רפואת-משפחה,web
"ד""ר מאיה מיכאלי מומחה רפואת משפחה ראשון לציון",family_doctor,https://www.doctorim.co.il/doctor-43174/דר-מאיה-מיכאלי/מומחה-רפואת-משפחה,web
"ד""ר נטע בן-ישראל מומחה ילדים אשדוד",family_doctor,https://www.doctorim.co.il/doctor-39077/דר-נטע-בןישראל/מומחה-ילדים,web
"ד""ר פאול בנבוראום מומחה רפואת משפחה באר שבע",family_doctor,https://www.doctorim.co.il/doctor-31287/דר-פאול-בנבוראום/מומחה-רפואת-משפחה,web
דורית אליעד רפואת משפחה,family_doctor,https://www.clalit.co.il/he/sefersherut/pages/doctordetails.aspx,web
דניאל צליחין רפואת משפחה,family_doctor,https://www.clalit.co.il/he/sefersherut/pages/doctordetails.aspx,web
דניאלה מרקיזנו רפואת משפחה,family_doctor,https://www.clalit.co.il/he/sefersherut/pages/doctordetails.aspx,web
האיגוד הישראלי לרפואת המשפחה (@familymedicineunion),family_doctor,https://www.facebook.com/familymedicineunion/,web
האיגוד הישראלי לרפואת משפחה,family_doctor,https://family.mednet.co.il/,web
האיגוד לרפואת המשפחה בישראל,family_doctor,https://www.israeliafp.org.il/,web
ההסתדרות הרפואית בישראל המועצה המדעית התמחות ברפואת המשפחה curriculum מרץ2023,family_doctor,https://ima-contentfiles.s3.amazonaws.com/Family2023syllabusversion20.pdf,web
החוג לרפואת המשפחה,family_doctor,https://med.tau.ac.il/Family-Medicine-Department,web
היסטוריה של איגוד רופאי המשפחה בישראל,family_doctor,https://www.wikirefua.org.il/w/index.php?title=היסטוריה_של_איגוד_רופאי_המשפחה_בישראל_-_History_of_the_association_of_family_physicians_in_israel,web
המחלקה לרפואת המשפחה,family_doctor,https://www.clalit.co.il/he/info/career/Pages/fam_med_jerusalem.aspx,web
המחלקה לרפואת משפחה,family_doctor,https://www.bgu.ac.il/u/faculties/health-sciences/clinical/community-health/family-medicine/,web
הרופא שלי,family_doctor,https://www.maccabi4u.co.il/31276/digital-services/communication/mydoctor/,web
התמחות ברפואת משפחה,family_doctor,https://www.maccabi4u.co.il/careers/specialization_family/info/family_medicine/,web
ועידת ישראל לרפואת משפחה 2023,family_doctor,https://conference.medical-expo.co.il/conferences/israelphysicianconference/,web
ועידת ישראל לרפואת משפחה 2024 של האיגוד הישראלי לרפואת משפחה,family_doctor,https://conference.medical-expo.co.il/conferences/family-igud2024/,web
זימון תור לרופא רפואת משפחה באזור הדרום,family_doctor,https://www.doctorim.co.il/SearchBySpecialty/רפואת+משפחה/אזור+הדרום/all/,web
זימון תור לרופא רפואת משפחה באזור הצפון,family_doctor,https://www.doctorim.co.il/SearchBySpecialty/רפואת+משפחה/אזור+הצפון/all/,web
זימון תור לרופא רפואת משפחה באזור חיפה,family_doctor,https://www.doctorim.co.il/SearchBySpecialty/all/אזור+חיפה/all/?spec_id=1183&page=1,web
זימון תור לרופא רפואת משפחה באזור תל אביב,family_doctor,https://www.doctorim.co.il/SearchBySpecialty/רפואת+משפחה/אזור+תל+אביב/all/,web
זימון תור לרופא רפואת משפחה באשדוד,family_doctor,https://www.doctorim.co.il/SearchBySpecialty/רפואת+משפחה/אשדוד/all/,web
זימון תור לרופא רפואת משפחה בבאר שבע,family_doctor,https://www.doctorim.co.il/SearchBySpecialty/רפואת+משפחה/באר+שבע/all/?spec_id=1183&page=17,web
זימון תור לרופא רפואת משפחה בגן הדרום,family_doctor,https://www.doctorim.co.il/SearchBySpecialty/רפואת+משפחה/גן+הדרום/all/,web
זימון תור לרופא רפואת משפחה בדולב,family_doctor,https://www.doctorim.co.il/SearchBySpecialty/רפואת+משפחה/דולב/all/,web
זימון תור לרופא רפואת משפחה בחיפה,family_doctor,https://www.doctorim.co.il/SearchBySpecialty/all/חיפה/all/?spec_id=1183&page=1,web
זימון תור לרופא רפואת משפחה בנתניה,family_doctor,https://www.doctorim.co.il/SearchBySpecialty/רפואת+משפחה/נתניה/all/,web
זימון תור לרופא רפואת משפחה בפתח תקווה,family_doctor,https://www.doctorim.co.il/SearchBySpecialty/רפואת+משפחה/פתח+תקווה/all/,web
זימון תור לרופא רפואת משפחה בראשון לציון (מערב),family_doctor,https://www.doctorim.co.il/SearchBySpecialty/רפואת+משפחה/ראשון+לציון+(מערב)/all/,web
זימון תור לרופא רפואת משפחה ברמת השרון,family_doctor,https://www.doctorim.co.il/SearchBySpecialty/רפואת+משפחה/רמת+השרון/all/,web
זימון תור לרופאי רפואת משפחה,family_doctor,https://www.doctorim.co.il/SearchBySpecialty/רפואת+משפחה:+מומחה+ברפואת+משפחה/all/all/,web
זימון תור לרופאים מומחים ברפואת משפחה,family_doctor,https://www.doctorim.co.il/SearchBySpecialty/רפואת+משפחה:+רפואת+המשפחה/all/all/,web
זימון תורים לרופאים באזור הדרום- עמוד 79,family_doctor,https://www.doctorim.co.il/SearchByDoctor/אזור+הדרום/all/all/,web
זמינות רופאי המשפחה בקופות הגדולות,family_doctor,"https://www.calcalist.co.il/local/articles/0,7340,L-3726432,00.html",web
"חיפוש מאגר מומחים, רופא מומחה",family_doctor,https://www.medonline.co.il/doctors-search,web
חיפוש רופאים,family_doctor,https://mushlam.clalit.co.il/he/Pages/doctors.aspx,web
חיפוש רופאים באזור השפלה,family_doctor,https://www.doctors.co.il/dr-search/shfela-area/page-3/,web
חיפוש רופאים ורופאות,family_doctor,https://www.leumit.co.il/doctorssearch/,web
יגאל ליטבינוב רפואת משפחה,family_doctor,https://www.clalit.co.il/he/sefersherut/pages/doctordetails.aspx,web
יואב חדי רפואת משפחה,family_doctor,https://www.clalit.co.il/he/sefersherut/pages/doctordetails.aspx,web
ייעוץ רפואת ילדים,family_doctor,https://www.medreviews.co.il/search/treatment/pediatrics-consultation/north/haifa,web
ישראל צ'יקוושווילי רפואת משפחה,family_doctor,https://www.clalit.co.il/he/sefersherut/pages/doctordetails.aspx,web
ישראל קייסר מומחה פתח תקווה,family_doctor,https://www.doctorim.co.il/doctor-40106/ישראל-קייסר/מומחה,web
כיצד בוחרים מטופלים רופא משפחה במירפאה ומה הם יודעים עליו?,family_doctor,https://www.ima.org.il/MedicineSite/Article.aspx,web
להיות רופא משפחה,family_doctor,https://www.clalit.co.il/he/info/career/Pages/to_be_a_family_doctor.aspx,web
להתמחות ברפואת משפחה,family_doctor,https://www.clalit.co.il/he/info/career/Pages/family_docs.aspx,web
לשכת בריאות מחוז חיפה,family_doctor,https://www.gov.il/he/government-service-branches/health_bureau_haifa,web
לשכת בריאות נפת פתח תקווה,family_doctor,https://www.gov.il/he/government-service-branches/health_bureau_petah_tiqva,web
מאגר הרופאים המתמחים ברפואת המשפחה,family_doctor,https://doctorindex.co.il/רופאים-מומחים-רפואת-המשפחה/,web
מומחה ברפואת משפחה,family_doctor,https://www.doctorim.co.il/SearchBySpecialty/מומחה+ברפואת+משפחה/all/all/,web
מחפשים רופא משפחה מומלץ? רשימת המומלצים של אינפומד,family_doctor,https://www.infomed.co.il/expertsresults/family-medicine/all_subspecialities/all_areas/,web
מחפשים רופא משפחה מומלץ? רשימת המומלצים של אינפומד באזור ...,family_doctor,https://www.infomed.co.il/expertsresults/family-medicine/all_subspecialities/sharon-area/,web
מחפשים רופא משפחה מומלץ? רשימת המומלצים של אינפומד באזור חיפה,family_doctor,https://www.infomed.co.il/expertsresults/family-medicine/all_subspecialities/haifa-area/,web
מחפשים רופא משפחה מומלץ? רשימת המומלצים של אינפומד באזור ירושלים,family_doctor,https://www.infomed.co.il/expertsresults/family-medicine/all_subspecialities/jerusalem-area/,web
מחפשים רופא משפחה מומלץ? רשימת המומלצים של אינפומד באשדוד ...,family_doctor,https://www.infomed.co.il/expertsresults/family-medicine/all_subspecialities/ashdod/,web
מחפשים רופא משפחה מומלץ? רשימת המומלצים של אינפומד בבאר שבע,family_doctor,https://www.infomed.co.il/expertsresults/family-medicine/all_subspecialities/be-er-sheva/,web
מחפשים רופא משפחה מומלץ? רשימת המומלצים של אינפומד בירושלים ...,family_doctor,https://www.infomed.co.il/expertsresults/family-medicine/all_subspecialities/jerusalem/,web
מחפשים רופא משפחה מומלץ? רשימת המומלצים של אינפומד בנתניה ...,family_doctor,https://www.infomed.co.il/expertsresults/family-medicine/all_subspecialities/netanya/,web
מחפשים רופא משפחה מומלץ? רשימת המומלצים של אינפומד בראשון ...,family_doctor,https://www.infomed.co.il/expertsresults/family-medicine/all_subspecialities/rishon-leziyyon/,web
מכון רפואי בירושלים לאבחון וטיפול מוצאים כאן,family_doctor,https://www.b144.co.il/מכונים-רפואיים/ירושלים/,web
מערכת זימון תורים לרופאים,family_doctor,https://www.rofim.org.il/,web
מרכז רפואי פתח תקווה,family_doctor,https://jmedical.co.il/מרכז-רפואי-פתח-תקווה/,web
מרפאת אשדוד,family_doctor,https://www.bikurofe.co.il/מרפאת-אשדוד/,web
מרפאת המרכז לרפואת המשפחה רמת השרון,family_doctor,http://www.familymd.co.il/,web
מרפאת השרון התמחות במשפחה,family_doctor,https://www.rofim.org.il/minisite/מרפאת_השרון,web
עודד מזור רפואת משפחה,family_doctor,https://www.clalit.co.il/he/sefersherut/pages/doctordetails.aspx,web
עידו שמואל בלכמן רפואת משפחה,family_doctor,https://www.clalit.co.il/he/sefersherut/pages/doctordetails.aspx,web
עידית ארז וייס רפואת משפחה,family_doctor,https://www.clalit.co.il/he/sefersherut/pages/doctordetails.aspx,web
פנקס הרופאים,family_doctor,https://practitioners.health.gov.il/Practitioners/1,web
פרטי מחלקות לרפואת המשפחה,family_doctor,https://lifestyle-medicine.mednet.co.il/מחלקות/,web
קרית השרון,family_doctor,https://www.meuhedet.co.il/poi/MeuhedetClinic/181001_0,web
רום-גליל (רפואת משפחה),family_doctor,https://medicine.biu.ac.il/ROM_Galil,web
רופא אונליין,family_doctor,https://tlvmed.co.il/services/moked-refui/רופא-אונליין/,web
רופא משפחה און־ליין,family_doctor,https://www.clalit.co.il/he/myrights/online-doctors/Pages/online-o18.aspx,web
רופא משפחה אונליין 24/7,family_doctor,https://medi-care.org.il/רופא-משפחה-אונליין-של-מדיקר-מקצועויות/,web
"רופא משפחה באזור חיפה, רופאי משפחה באזור חיפה",family_doctor,https://www.infomed.co.il/ResultsExperts/o:1_t:2_60/a:6,web
רופא משפחה באשדוד,family_doctor,https://www.olamkal.com/he/medecin-generaliste/ashdod,web
רופא משפחה הכי טוב (בהסדר עם כללית מושלם) באזור אשדוד,family_doctor,https://easy.co.il/list/Family-Medicine,web
רופא משפחה הכי טוב (בהסדר עם כללית) בתל אביב יפו,family_doctor,https://easy.co.il/list/Family-Medicine,web
רופא משפחה הכי טוב (בהסדר עם לאומית) באזור באר שבע,family_doctor,https://easy.co.il/list/Family-Medicine,web
רופא משפחה הכי טוב (בהסדר עם מכבי) בראשון לציון,family_doctor,https://easy.co.il/list/Family-Medicine,web
רופא משפחה הכי טוב (קליניקה פרטית) באזור השרון,family_doctor,https://easy.co.il/list/Family-Medicine,web
רופא משפחה הכי טוב (קליניקה פרטית) באזור פתח תקווה,family_doctor,https://easy.co.il/list/Family-Medicine,web
רופא משפחה הכי טוב (קליניקה פרטית) בנתניה,family_doctor,https://easy.co.il/list/Family-Medicine,web
רופא משפחה הכי טוב (שירות באנגלית) באזור הדרום,family_doctor,https://easy.co.il/list/Family-Medicine,web
רופא משפחה הכי טוב (שירות בגרמנית) בבאר שבע,family_doctor,https://easy.co.il/list/Family-Medicine,web
"רופא משפחה הכי טוב (שירות בגרמנית) ברובע ז', אשדוד",family_doctor,https://easy.co.il/list/Family-Medicine,web
רופא משפחה הכי טוב באזור השפלה,family_doctor,https://easy.co.il/list/Family-Medicine,web
רופא משפחה הכי טוב בירושלים והסביבה,family_doctor,https://easy.co.il/list/Family-Medicine,web
"רופא משפחה הכי טוב בפיק""א, ראשון לציון",family_doctor,https://easy.co.il/list/Family-Medicine,web
רופא משפחה הכי טוב ברמת השרון,family_doctor,https://easy.co.il/list/Family-Medicine,web
"רופא משפחה הכי טוב בשכונת בית ישראל, ירושלים",family_doctor,https://easy.co.il/list/Family-Medicine,web
"רופא משפחה הכי טוב פתוח בלילה בהעצמאות, פתח תקווה",family_doctor,https://easy.co.il/list/Family-Medicine,web
רופא משפחה הכי טוב פתוח בלילה במחוז חיפה,family_doctor,https://easy.co.il/list/Family-Medicine,web
"רופא משפחה הכי טוב פתוח עכשיו בשדרות תל חי, אשדוד",family_doctor,https://easy.co.il/list/Family-Medicine,web
רופא משפחה למבוגרים ולילדים,family_doctor,https://www.rofim.org.il/ProcedurePage/רופא_משפחה_למבוגרים_ולילדים,web
רופא משפחה עד הבית,family_doctor,https://www.homedical.co.il/services/רופא-משפחה-עד-הבית/,web
רופא משפחה פרטי,family_doctor,https://romema-medical.co.il/רופא-משפחה-פרטי/,web
רופא משפחה פרטי בתל אביב,family_doctor,https://telaviv-doctor.com/he/medical-field/רופאי-משפחה-פרטיים/,web
רופא משפחה. יומן,family_doctor,https://www.e-vrit.co.il/Product/13757/רופא_משפחה_יומן,web
"רופאי אא""ג הכי טובים באזור הצפון",family_doctor,https://easy.co.il/list/Otolaryngology,web
רופאי המשפחה באשדוד,family_doctor,https://www.medico.co.il/doctors/specialization/רפואת-המשפחה/city/אשדוד/,web
רופאי המשפחה בבאר שבע,family_doctor,https://www.medico.co.il/doctors/specialization/רפואת-המשפחה/city/באר-שבע/,web
רופאי המשפחה בחיפה,family_doctor,https://www.medico.co.il/doctors/specialization/רפואת-המשפחה/city/חיפה/,web
רופאי המשפחה בירושלים,family_doctor,https://www.medico.co.il/doctors/specialization/רפואת-המשפחה/city/ירושלים/,web
רופאי המשפחה בנתניה,family_doctor,https://www.medico.co.il/doctors/specialization/רפואת-המשפחה/city/נתניה/,web
רופאי המשפחה בתל אביב יפו,family_doctor,https://www.medico.co.il/doctors/specialization/רפואת-המשפחה/city/תל-אביב-יפו/,web
רופאי המשפחה והילדים האישיים בווידאו,family_doctor,https://www.leumit.co.il/leumit-for-you/personal-physician-online/,web
רופאי משפחה,family_doctor,https://www.b144.co.il/רופאי-משפחה/ביטוח-רפואי/פרטי/,web
רופאי משפחה באזור באר שבע והנגב,family_doctor,https://www.b144.co.il/רופאי-משפחה/אזור-באר-שבע-והנגב/,web
רופאי משפחה באזור הדרום,family_doctor,https://www.b144.co.il/רופאי-משפחה/אזור-הדרום/,web
רופאי משפחה באזור הצפון,family_doctor,https://www.b144.co.il/רופאי-משפחה/אזור-הצפון/,web
רופאי משפחה באזור השפלה,family_doctor,https://www.doctors.co.il/dr-search/family-physician/shfela-area/page-3/,web
רופאי משפחה באזור השרון,family_doctor,https://www.b144.co.il/רופאי-משפחה/אזור-השרון/,web
רופאי משפחה באזור חיפה הקריות והסביבה,family_doctor,https://www.b144.co.il/רופאי-משפחה/אזור-חיפה-הקריות-והסביבה/,web
רופאי משפחה באזור חיפה והקריות,family_doctor,https://www.d.co.il/h-c46210-e2-p0-l0/,web
רופאי משפחה באזור ירושלים,family_doctor,https://www.b144.co.il/רופאי-משפחה/אזור-ירושלים/,web
רופאי משפחה באזור ירושלים והסביבה,family_doctor,https://www.b144.co.il/רופאי-משפחה/אזור-ירושלים-והסביבה/,web
רופאי משפחה באזור תל אביב והמרכז,family_doctor,https://www.b144.co.il/רופאי-משפחה/אזור-תל-אביב-והמרכז/,web
